kode,uraian,fungsi_operasional,uraian_enriched,ai_search_context
400.2.5,tumbuh kembang anak pendidikan kesehatan partisipasi lingkungan dan penanaman nilai nilai luhur pengembangan kota layak anak,400.2,Tumbuh kembang anak pendidikan kesehatan partisipasi lingkungan dan penanaman nilai nilai luhur pengembangan kota layak anak,Kode 400.2.5 (400.2): Tumbuh kembang anak pendidikan kesehatan partisipasi lingkungan dan penanaman nilai nilai luhur pengembangan kota layak anak
400.2.5.1,pemenuhan hak anak,400.2,Pemenuhan hak anak,Kode 400.2.5.1 (400.2): Pemenuhan hak anak
400.2.5.2,data klaster hak anak,400.2,Data klaster hak anak,Kode 400.2.5.2 (400.2): Data klaster hak anak
400.2.5.3,data tumbuh kembang anak,400.2,Data tumbuh kembang anak,Kode 400.2.5.3 (400.2): Data tumbuh kembang anak
400.2.5.4,advokasi dan fasilitasi,400.2,Advokasi dan fasilitasi,Kode 400.2.5.4 (400.2): Advokasi dan fasilitasi
400.2.5.5,monitoring evaluasi dan analisa kebijakan tumbuh kembang anak,400.2,Monitoring evaluasi dan analisa kebijakan tumbuh kembang anak,Kode 400.2.5.5 (400.2): Monitoring evaluasi dan analisa kebijakan tumbuh kembang anak
400.2.5.6,penyelenggaraan parenting pola pengasuhan anak,400.2,Penyelenggaraan parenting pola pengasuhan anak,Kode 400.2.5.6 (400.2): Penyelenggaraan parenting pola pengasuhan anak
400.2.6,penghargaan terkait gender anugerah parahita ekapraya atau ape,400.2,Penghargaan terkait gender anugerah parahita ekapraya atau ape,Kode 400.2.6 (400.2): Penghargaan terkait gender anugerah parahita ekapraya atau ape
400.2.7,penghargaan kabupaten layak anak,400.2,Penghargaan kabupaten layak anak,Kode 400.2.7 (400.2): Penghargaan kabupaten layak anak
400.2.8,penghargaan desa ramah perempuan peduli anak,400.2,Penghargaan desa ramah perempuan peduli anak,Kode 400.2.8 (400.2): Penghargaan desa ramah perempuan peduli anak
400.3,pendidikan,400.3,Pendidikan,Kode 400.3 (400.3): Pendidikan
400.3.1,kebijakan di bidang pendidikan yang dilakukan oleh pemerintah daerah,400.3,Kebijakan di bidang pendidikan yang dilakukan oleh pemerintah daerah,Kode 400.3.1 (400.3): Kebijakan di bidang pendidikan yang dilakukan oleh pemerintah daerah
400.3.2,pendidikan anak usia dini paud nonformal informal,400.3,Pendidikan anak usia dini paud nonformal informal,Kode 400.3.2 (400.3): Pendidikan anak usia dini paud nonformal informal
400.3.2.1,bahan ajar alat permainan edukatif,400.3,Bahan ajar alat permainan edukatif,Kode 400.3.2.1 (400.3): Bahan ajar alat permainan edukatif
400.3.2.2,pelatihan sosial,400.3,Pelatihan sosial,Kode 400.3.2.2 (400.3): Pelatihan sosial
400.3.2.3,peringatan hari anak,400.3,Peringatan hari anak,Kode 400.3.2.3 (400.3): Peringatan hari anak
400.3.2.4,block grant,400.3,Block grant,Kode 400.3.2.4 (400.3): Block grant
400.3.3,pendidikan masyarakat,400.3,Pendidikan masyarakat,Kode 400.3.3 (400.3): Pendidikan masyarakat
400.3.3.1,penyelenggaraan program,400.3,Penyelenggaraan program,Kode 400.3.3.1 (400.3): Penyelenggaraan program
400.3.3.2,penilaian dan pemberian bantuan sosial,400.3,Penilaian dan pemberian bantuan sosial,Kode 400.3.3.2 (400.3): Penilaian dan pemberian bantuan sosial
400.3.3.3,pembinaan program,400.3,Pembinaan program,Kode 400.3.3.3 (400.3): Pembinaan program
400.3.3.4,lomba atau pemberian penghargaan,400.3,Lomba atau pemberian penghargaan,Kode 400.3.3.4 (400.3): Lomba atau pemberian penghargaan
400.3.3.5,pameran,400.3,Pameran,Kode 400.3.3.5 (400.3): Pameran
400.3.3.6,rakor,400.3,Rakor,Kode 400.3.3.6 (400.3): Rakor
400.3.3.7,sosialisasi,400.3,Sosialisasi,Kode 400.3.3.7 (400.3): Sosialisasi
400.3.3.8,sertifikasi dan akreditasi,400.3,Sertifikasi dan akreditasi,Kode 400.3.3.8 (400.3): Sertifikasi dan akreditasi
400.3.4,kursus atau pelatihan pendidik dan tenaga pendidik,400.3,Kursus atau pelatihan pendidik dan tenaga pendidik,Kode 400.3.4 (400.3): Kursus atau pelatihan pendidik dan tenaga pendidik
400.3.5,pendidikan dasar dan menengah pertama,400.3,Pendidikan dasar dan menengah pertama,Kode 400.3.5 (400.3): Pendidikan dasar dan menengah pertama
400.3.5.1,kurikulum bahan ajar,400.3,Kurikulum bahan ajar,Kode 400.3.5.1 (400.3): Kurikulum bahan ajar
400.3.5.2,block grant,400.3,Block grant,Kode 400.3.5.2 (400.3): Block grant
400.3.5.3,pelatihan bimtek sosialisasi,400.3,Pelatihan bimtek sosialisasi,Kode 400.3.5.3 (400.3): Pelatihan bimtek sosialisasi
400.3.5.4,lomba penghargaan penganugerahan,400.3,Lomba penghargaan penganugerahan,Kode 400.3.5.4 (400.3): Lomba penghargaan penganugerahan
400.3.5.5,bantuan operasional sekolah bos,400.3,Bantuan operasional sekolah bos,Kode 400.3.5.5 (400.3): Bantuan operasional sekolah bos
400.3.5.6,bantuan siswa miskin,400.3,Bantuan siswa misurat keputusan (sk)in,Kode 400.3.5.6 (400.3): Bantuan siswa misurat keputusan (sk)in
400.3.6,pendidikan khusus atau layanan khusus,400.3,Pendidikan khusus atau layanan khusus,Kode 400.3.6 (400.3): Pendidikan khusus atau layanan khusus
400.3.6.1,kurikulum bahan ajar alat bantu pembelajaran,400.3,Kurikulum bahan ajar alat bantu pembelajaran,Kode 400.3.6.1 (400.3): Kurikulum bahan ajar alat bantu pembelajaran
400.3.6.2,block grant,400.3,Block grant,Kode 400.3.6.2 (400.3): Block grant
400.3.6.3,lomba festival,400.3,Lomba festival,Kode 400.3.6.3 (400.3): Lomba festival
400.3.6.4,sosialisasi bimtek,400.3,Sosialisasi bimtek,Kode 400.3.6.4 (400.3): Sosialisasi bimtek
400.3.6.5,pendataan,400.3,Pendataan,Kode 400.3.6.5 (400.3): Pendataan
400.3.6.6,kelembagaan,400.3,Kelembagaan,Kode 400.3.6.6 (400.3): Kelembagaan
400.3.7,pembinaan pendidik dan tenaga pendidik,400.3,Pembinaan pendidik dan tenaga pendidik,Kode 400.3.7 (400.3): Pembinaan pendidik dan tenaga pendidik
400.3.7.1,pendataan dan pemetaan,400.3,Pendataan dan pemetaan,Kode 400.3.7.1 (400.3): Pendataan dan pemetaan
400.3.7.2,uji kompetensi guru,400.3,Uji kompetensi guru,Kode 400.3.7.2 (400.3): Uji kompetensi guru
400.3.7.3,sertifikasi guru,400.3,Sertifikasi guru,Kode 400.3.7.3 (400.3): Sertifikasi guru
400.3.7.4,penghargaan guru dan tenaga kependidikan,400.3,Penghargaan guru dan tenaga kependidikan,Kode 400.3.7.4 (400.3): Penghargaan guru dan tenaga kependidikan
400.3.7.5,peningkatan kesejahteraan guru,400.3,Peningkatan kesejahteraan guru,Kode 400.3.7.5 (400.3): Peningkatan kesejahteraan guru
400.3.7.6,sosialisasi bimtek,400.3,Sosialisasi bimtek,Kode 400.3.7.6 (400.3): Sosialisasi bimtek
400.3.7.7,block grant,400.3,Block grant,Kode 400.3.7.7 (400.3): Block grant
400.3.8,sekolah menengah atas,400.3,Sekolah menengah atas,Kode 400.3.8 (400.3): Sekolah menengah atas
400.3.8.1,kurikulum,400.3,Kurikulum,Kode 400.3.8.1 (400.3): Kurikulum
400.3.8.2,bahan ajar,400.3,Bahan ajar,Kode 400.3.8.2 (400.3): Bahan ajar
400.3.8.3,pelatihan,400.3,Pelatihan,Kode 400.3.8.3 (400.3): Pelatihan
400.3.8.4,block grant,400.3,Block grant,Kode 400.3.8.4 (400.3): Block grant
400.3.8.5,bimbingan teknis atau sosialisasi,400.3,Bimbingan teknis atau sosialisasi,Kode 400.3.8.5 (400.3): Bimbingan teknis atau sosialisasi
400.3.8.6,lomba sayembara festival,400.3,Lomba sayembara festival,Kode 400.3.8.6 (400.3): Lomba sayembara festival
400.3.8.7,bantuan operasional sekolah bos,400.3,Bantuan operasional sekolah bos,Kode 400.3.8.7 (400.3): Bantuan operasional sekolah bos
400.3.8.8,bantuan siswa miskin,400.3,Bantuan siswa misurat keputusan (sk)in,Kode 400.3.8.8 (400.3): Bantuan siswa misurat keputusan (sk)in
400.3.9,pendidikan khusus layanan khusus,400.3,Pendidikan khusus layanan khusus,Kode 400.3.9 (400.3): Pendidikan khusus layanan khusus
400.3.9.1,bahan ajar,400.3,Bahan ajar,Kode 400.3.9.1 (400.3): Bahan ajar
400.3.9.2,petunjuk teknis,400.3,Petunjuk teknis,Kode 400.3.9.2 (400.3): Petunjuk teknis
400.3.9.3,block grant,400.3,Block grant,Kode 400.3.9.3 (400.3): Block grant
400.3.9.4,sosialisasi bimtek,400.3,Sosialisasi bimtek,Kode 400.3.9.4 (400.3): Sosialisasi bimtek
400.3.9.5,lomba sayembara jambore festival,400.3,Lomba sayembara jambore festival,Kode 400.3.9.5 (400.3): Lomba sayembara jambore festival
400.3.9.6,kurikulum bahan pembelajaran,400.3,Kurikulum bahan pembelajaran,Kode 400.3.9.6 (400.3): Kurikulum bahan pembelajaran
400.3.9.7,alat bantu pembelajaran,400.3,Alat bantu pembelajaran,Kode 400.3.9.7 (400.3): Alat bantu pembelajaran
400.3.9.8,pendataan,400.3,Pendataan,Kode 400.3.9.8 (400.3): Pendataan
400.3.9.9,kelembagaan unit kesehatan sekolah kesehatan sekolah pendidikan jasmani adaptif pendidikan inklusi,400.3,Kelembagaan unit kesehatan sekolah kesehatan sekolah pendidikan jasmani adaptif pendidikan inklusi,Kode 400.3.9.9 (400.3): Kelembagaan unit kesehatan sekolah kesehatan sekolah pendidikan jasmani adaptif pendidikan inklusi
400.3.10,pendidik dan tenaga pendidik,400.3,Pendidik dan tenaga pendidik,Kode 400.3.10 (400.3): Pendidik dan tenaga pendidik
400.3.10.1,pendataan dan pemetaan,400.3,Pendataan dan pemetaan,Kode 400.3.10.1 (400.3): Pendataan dan pemetaan
400.3.10.2,uji kompetensi guru,400.3,Uji kompetensi guru,Kode 400.3.10.2 (400.3): Uji kompetensi guru
400.3.10.3,setifikasi guru,400.3,Setifikasi guru,Kode 400.3.10.3 (400.3): Setifikasi guru
400.3.10.4,penilaian prestasi kerja guru dan pengawas sekolah,400.3,Penilaian prestasi kerja guru dan pengawas sekolah,Kode 400.3.10.4 (400.3): Penilaian prestasi kerja guru dan pengawas sekolah
400.3.10.5,penghargaan guru dan tenaga kependidikan,400.3,Penghargaan guru dan tenaga kependidikan,Kode 400.3.10.5 (400.3): Penghargaan guru dan tenaga kependidikan
400.3.10.6,peningkatan kesejahteraan guru dan tenaga pendidik,400.3,Peningkatan kesejahteraan guru dan tenaga pendidik,Kode 400.3.10.6 (400.3): Peningkatan kesejahteraan guru dan tenaga pendidik
400.3.10.7,block grant,400.3,Block grant,Kode 400.3.10.7 (400.3): Block grant
400.3.10.8,bimbingan teknis atau sosialisasi,400.3,Bimbingan teknis atau sosialisasi,Kode 400.3.10.8 (400.3): Bimbingan teknis atau sosialisasi
400.3.11,penilaian pendidikan,400.3,Penilaian pendidikan,Kode 400.3.11 (400.3): Penilaian pendidikan
400.3.11.1,penilaian akademik,400.3,Penilaian akademik,Kode 400.3.11.1 (400.3): Penilaian akademik
400.3.11.2,penilaian non akademik,400.3,Penilaian non akademik,Kode 400.3.11.2 (400.3): Penilaian non akademik
400.3.11.3,analisis dan sistem informasi penilaian,400.3,Analisis dan sistem informasi penilaian,Kode 400.3.11.3 (400.3): Analisis dan sistem informasi penilaian
400.3.12,data dan statistik pendidikan,400.3,Data dan statistik pendidikan,Kode 400.3.12 (400.3): Data dan statistik pendidikan
400.3.12.1,data peserta didik pendidik dan tenaga kependidikan,400.3,Data peserta didik pendidik dan tenaga kependidikan,Kode 400.3.12.1 (400.3): Data peserta didik pendidik dan tenaga kependidikan
400.3.12.2,data satuan pendidikan dan proses pembelajaran,400.3,Data satuan pendidikan dan proses pembelajaran,Kode 400.3.12.2 (400.3): Data satuan pendidikan dan proses pembelajaran
400.3.13,prasarana dan sarana pendidikan,400.3,Prasarana dan sarana pendidikan,Kode 400.3.13 (400.3): Prasarana dan sarana pendidikan
400.3.13.1,prasarana pendidikan,400.3,Prasarana pendidikan,Kode 400.3.13.1 (400.3): Prasarana pendidikan
400.3.13.2,sarana pendidikan,400.3,Sarana pendidikan,Kode 400.3.13.2 (400.3): Sarana pendidikan
400.3.13.3,monitoring dan evaluasi,400.3,Monitoring dan evaluasi,Kode 400.3.13.3 (400.3): Monitoring dan evaluasi
400.4,keolahragaan,400.4,Keolahragaan,Kode 400.4 (400.4): Keolahragaan
400.4.1,kebijakan di bidang keolahragaan yang dilakukan oleh pemerintah daerah,400.4,Kebijakan di bidang keolahragaan yang dilakukan oleh pemerintah daerah,Kode 400.4.1 (400.4): Kebijakan di bidang keolahragaan yang dilakukan oleh pemerintah daerah
400.4.2,pengelolaan olahraga pendidikan,400.4,Pengelolaan olahraga pendidikan,Kode 400.4.2 (400.4): Pengelolaan olahraga pendidikan
400.4.2.1,olahraga pendidikan dasar dan menengah,400.4,Olahraga pendidikan dasar dan menengah,Kode 400.4.2.1 (400.4): Olahraga pendidikan dasar dan menengah
400.4.2.2,olahraga pendidikan tinggi,400.4,Olahraga pendidikan tinggi,Kode 400.4.2.2 (400.4): Olahraga pendidikan tinggi
400.4.2.3,olahraga pendidikan nonformal dan informal,400.4,Olahraga pendidikan nonformal dan informal,Kode 400.4.2.3 (400.4): Olahraga pendidikan nonformal dan informal
400.4.3,pengelolaan olahraga rekreasi,400.4,Pengelolaan olahraga rekreasi,Kode 400.4.3 (400.4): Pengelolaan olahraga rekreasi
400.4.3.1,olahraga massal,400.4,Olahraga massal,Kode 400.4.3.1 (400.4): Olahraga massal
400.4.3.2,olahraga tradisional,400.4,Olahraga tradisional,Kode 400.4.3.2 (400.4): Olahraga tradisional
400.4.3.3,olahraga petualangan tantangan dan wisata,400.4,Olahraga petualangan tantangan dan wisata,Kode 400.4.3.3 (400.4): Olahraga petualangan tantangan dan wisata
400.4.4,pengelolaan pembinaan sentra dan sekolah khusus olahraga,400.4,Pengelolaan pembinaan sentra dan sekolah khusus olahraga,Kode 400.4.4 (400.4): Pengelolaan pembinaan sentra dan sekolah khusus olahraga
400.4.4.1,olahraga pendidikan,400.4,Olahraga pendidikan,Kode 400.4.4.1 (400.4): Olahraga pendidikan
400.4.4.2,olahraga  rekreasi,400.4,Olahraga  rekreasi,Kode 400.4.4.2 (400.4): Olahraga  rekreasi
400.4.4.3,olahraga  prestasi,400.4,Olahraga  prestasi,Kode 400.4.4.3 (400.4): Olahraga  prestasi
400.4.4.4,sekolah khusus olahraga,400.4,Sekolah khusus olahraga,Kode 400.4.4.4 (400.4): Sekolah khusus olahraga
400.4.5,pengembangan olahraga tradisional dan layanan khusus,400.4,Pengembangan olahraga tradisional dan layanan khusus,Kode 400.4.5 (400.4): Pengembangan olahraga tradisional dan layanan khusus
400.4.5.1,olahraga tradisional,400.4,Olahraga tradisional,Kode 400.4.5.1 (400.4): Olahraga tradisional
400.4.5.2,layanan khusus,400.4,Layanan khusus,Kode 400.4.5.2 (400.4): Layanan khusus
400.4.6,kemitraan dan penghargaan olahraga,400.4,Kemitraan dan penghargaan olahraga,Kode 400.4.6 (400.4): Kemitraan dan penghargaan olahraga
400.4.6.1,kemitraan keolahragaan,400.4,Kemitraan keolahragaan,Kode 400.4.6.1 (400.4): Kemitraan keolahragaan
400.4.6.2,penghargaan olahraga,400.4,Penghargaan olahraga,Kode 400.4.6.2 (400.4): Penghargaan olahraga
400.4.7,pembibitan dan iptek olahraga,400.4,Pembibitan dan iptek olahraga,Kode 400.4.7 (400.4): Pembibitan dan iptek olahraga
400.4.7.1,pembibitan olahraga,400.4,Pembibitan olahraga,Kode 400.4.7.1 (400.4): Pembibitan olahraga
400.4.7.2,kompetisi,400.4,Kompetisi,Kode 400.4.7.2 (400.4): Kompetisi
400.4.7.3,iptek olahraga,400.4,Iptek olahraga,Kode 400.4.7.3 (400.4): Iptek olahraga
400.4.8,peningkatan tenaga dan organisasi keolahragaan,400.4,Peningkatan tenaga dan organisasi keolahragaan,Kode 400.4.8 (400.4): Peningkatan tenaga dan organisasi keolahragaan
400.4.8.1,tenaga keolahragaan,400.4,Tenaga keolahragaan,Kode 400.4.8.1 (400.4): Tenaga keolahragaan
400.4.8.2,organisasi keolahragaan,400.4,Organisasi keolahragaan,Kode 400.4.8.2 (400.4): Organisasi keolahragaan
400.4.9,industri dan promosi olahraga,400.4,Industri dan promosi olahraga,Kode 400.4.9 (400.4): Industri dan promosi olahraga
400.4.9.1,industri olahraga,400.4,Industri olahraga,Kode 400.4.9.1 (400.4): Industri olahraga
400.4.9.2,promosi olahraga,400.4,Promosi olahraga,Kode 400.4.9.2 (400.4): Promosi olahraga
400.4.10,olahraga prestasi,400.4,Olahraga prestasi,Kode 400.4.10 (400.4): Olahraga prestasi
400.4.10.1,daerah,400.4,Daerah,Kode 400.4.10.1 (400.4): Daerah
400.4.10.2,nasional,400.4,Nasional,Kode 400.4.10.2 (400.4): Nasional
400.4.10.3,internasional,400.4,Internasional,Kode 400.4.10.3 (400.4): Internasional
400.4.11,standardisasi dan infrastruktur olahraga,400.4,Standardisasi dan infrastruktur olahraga,Kode 400.4.11 (400.4): Standardisasi dan infrastruktur olahraga
400.4.11.1,standardisasi keolahragaan,400.4,Standardisasi keolahragaan,Kode 400.4.11.1 (400.4): Standardisasi keolahragaan
400.4.11.2,akreditasi dan sertifikasi keolahragaan,400.4,Akreditasi dan sertifikasi keolahragaan,Kode 400.4.11.2 (400.4): Akreditasi dan sertifikasi keolahragaan
400.4.11.3,infrastruktur olahraga,400.4,Infrastruktur olahraga,Kode 400.4.11.3 (400.4): Infrastruktur olahraga
400.5,kepemudaan,400.5,Kepemudaan,Kode 400.5 (400.5): Kepemudaan
400.5.1,kebijakan di bidang kepemudaan yang dilakukan oleh pemerintah daerah,400.5,Kebijakan di bidang kepemudaan yang dilakukan oleh pemerintah daerah,Kode 400.5.1 (400.5): Kebijakan di bidang kepemudaan yang dilakukan oleh pemerintah daerah
400.5.2,peningkatan tenaga dan sumber daya pemuda,400.5,Peningkatan tenaga dan sumber daya pemuda,Kode 400.5.2 (400.5): Peningkatan tenaga dan sumber daya pemuda
400.5.2.1,penelusuran duta kepemudaan,400.5,Penelusuran duta kepemudaan,Kode 400.5.2.1 (400.5): Penelusuran duta kepemudaan
400.5.2.2,pengkajian rekomendasi kepemudaan melalui forum kepemudaan,400.5,Pengkajian rekomendasi kepemudaan melalui forum kepemudaan,Kode 400.5.2.2 (400.5): Pengkajian rekomendasi kepemudaan melalui forum kepemudaan
400.5.2.3,pengembangan,400.5,Pengembangan,Kode 400.5.2.3 (400.5): Pengembangan
400.5.3,peningkatan wawasan pemuda,400.5,Peningkatan wawasan pemuda,Kode 400.5.3 (400.5): Peningkatan wawasan pemuda
400.5.3.1,wawasan kebangsaan,400.5,Wawasan kebangsaan,Kode 400.5.3.1 (400.5): Wawasan kebangsaan
400.5.3.2,wawasan lingkungan,400.5,Wawasan lingkungan,Kode 400.5.3.2 (400.5): Wawasan lingkungan
400.5.3.3,wawasan sosial dan hukum,400.5,Wawasan sosial dan hukum,Kode 400.5.3.3 (400.5): Wawasan sosial dan hukum
400.5.4,peningkatan kapasitas pemuda,400.5,Peningkatan kapasitas pemuda,Kode 400.5.4 (400.5): Peningkatan kapasitas pemuda
400.5.4.1,kapasitas iman dan taqwa,400.5,Kapasitas iman dan taqwa,Kode 400.5.4.1 (400.5): Kapasitas iman dan taqwa
400.5.4.2,kapasitas iptek,400.5,Kapasitas iptek,Kode 400.5.4.2 (400.5): Kapasitas iptek
400.5.4.3,pemanfaatan iptek,400.5,Pemanfaatan iptek,Kode 400.5.4.3 (400.5): Pemanfaatan iptek
400.5.5,peningkatan kreativitas pemuda pemetaan kreativitas atau seni kepemudaan,400.5,Peningkatan kreativitas pemuda pemetaan kreativitas atau seni kepemudaan,Kode 400.5.5 (400.5): Peningkatan kreativitas pemuda pemetaan kreativitas atau seni kepemudaan
400.5.5.1,pengkajian,400.5,Pengkajian,Kode 400.5.5.1 (400.5): Pengkajian
400.5.5.2,pengembangan,400.5,Pengembangan,Kode 400.5.5.2 (400.5): Pengembangan
400.5.5.3,pendayagunaan fasilitasi,400.5,Pendayagunaan fasilitasi,Kode 400.5.5.3 (400.5): Pendayagunaan fasilitasi
400.5.6,kepemimpinan dan kepeloporan pemuda,400.5,Kepemimpinan dan kepeloporan pemuda,Kode 400.5.6 (400.5): Kepemimpinan dan kepeloporan pemuda
400.5.6.1,kepemimpinan penelusuran pengaderan pendayagunaan,400.5,Kepemimpinan penelusuran pengaderan pendayagunaan,Kode 400.5.6.1 (400.5): Kepemimpinan penelusuran pengaderan pendayagunaan
400.5.6.2,kepeloporan pemuda kesukarelawanan pengembangan kepedulian pendampingan,400.5,Kepeloporan pemuda kesukarelawanan pengembangan kepedulian pendampingan,Kode 400.5.6.2 (400.5): Kepeloporan pemuda kesukarelawanan pengembangan kepedulian pendampingan
400.5.7,kewirausahaan,400.5,Kewirausahaan,Kode 400.5.7 (400.5): Kewirausahaan
400.5.7.1,kelembagaan,400.5,Kelembagaan,Kode 400.5.7.1 (400.5): Kelembagaan
400.5.7.2,pengaderan,400.5,Pengaderan,Kode 400.5.7.2 (400.5): Pengaderan
400.5.7.3,perintisan,400.5,Perintisan,Kode 400.5.7.3 (400.5): Perintisan
400.5.8,organisasi kepemudaan dan pengawasan kepramukaan,400.5,Organisasi kepemudaan dan pengawasan kepramukaan,Kode 400.5.8 (400.5): Organisasi kepemudaan dan pengawasan kepramukaan
400.5.8.1,pemberdayaan organisasi kepemudaan kelembagaan dan sumberdaya,400.5,Pemberdayaan organisasi kepemudaan kelembagaan dan sumberdaya,Kode 400.5.8.1 (400.5): Pemberdayaan organisasi kepemudaan kelembagaan dan sumberdaya
